hromada_code,hromada_name,raion_code,raion_name,oblast_code,oblast_name,type,hromada_full_name,hromada_center_code,hromada_center,lat_center,lon_center,travel_time,oblast_center
UA48020090000069919,Горохівська,UA48020000000033544,Баштанський,UA48000000000039575,Миколаївська,сільська,Горохівська сільська громада,UA48020090010098041,Горохівське,46.9581182,32.702749,108.4,0
UA48020110000020969,Інгульська,UA48020000000033544,Баштанський,UA48000000000039575,Миколаївська,сільська,Інгульська сільська громада,UA48020110010030787,Інгулка,47.2015936,32.2269428,44.1,0
UA48020130000080862,Казанківська,UA48020000000033544,Баштанський,UA48000000000039575,Миколаївська,селищна,Казанківська селищна громада,UA48020130010047500,Казанка,47.835215,32.8241797,130.9,0
UA48020150000051082,Новобузька,UA48020000000033544,Баштанський,UA48000000000039575,Миколаївська,міська,Новобузька міська громада,UA48020150010063715,Новий Буг,47.6933814,32.5106596,98.4,0
UA48020170000082529,Привільненська,UA48020000000033544,Баштанський,UA48000000000039575,Миколаївська,сільська,Привільненська сільська громада,UA48020170010089549,Привільне,47.4937814,32.2971718,84.2,0
UA48020190000083597,Снігурівська,UA48020000000033544,Баштанський,UA48000000000039575,Миколаївська,міська,Снігурівська міська громада,UA48020190010089719,Снігурівка,47.070721,32.7924643,84.8,0
UA48020210000024814,Софіївська,UA48020000000033544,Баштанський,UA48000000000039575,Миколаївська,сільська,Софіївська сільська громада,UA48020210010075631,Софіївка,47.6870044,32.3720991,111.6,0
UA48020230000095751,Широківська,UA48020000000033544,Баштанський,UA48000000000039575,Миколаївська,сільська,Широківська сільська громада,UA48020230010060096,Широке,47.09781,32.677599,76.0,0
UA48040010000016403,Братська,UA48040000000011780,Вознесенський,UA48000000000039575,Миколаївська,селищна,Братська селищна громада,UA48040010010092806,Братське,47.8641873,31.5747875,142.9,0
UA48040030000013036,Бузька,UA48040000000011780,Вознесенський,UA48000000000039575,Миколаївська,сільська,Бузька сільська громада,UA48040030010064061,Бузьке,47.6150388,31.2029082,121.3,0
UA48040050000011284,Веселинівська,UA48040000000011780,Вознесенський,UA48000000000039575,Миколаївська,селищна,Веселинівська селищна громада,UA48040050010032687,Веселинове,47.356307,31.2367979,84.9,0
UA48040070000056126,Вознесенська,UA48040000000011780,Вознесенський,UA48000000000039575,Миколаївська,міська,Вознесенська міська громада,UA48040070010053688,Вознесенськ,47.5679582,31.3338636,102.5,0
UA48040090000070960,Доманівська,UA48040000000011780,Вознесенський,UA48000000000039575,Миколаївська,селищна,Доманівська селищна громада,UA48040090010033302,Доманівка,47.6322253,30.9892003,146.2,0
UA48040110000015580,Дорошівська,UA48040000000011780,Вознесенський,UA48000000000039575,Миколаївська,сільська,Дорошівська сільська громада,UA48040110010042912,Дорошівка,47.4729796,31.4672792,77.9,0
UA48040130000074078,Єланецька,UA48040000000011780,Вознесенський,UA48000000000039575,Миколаївська,селищна,Єланецька селищна громада,UA48040130010093076,Єланець,47.696378,31.8489152,102.9,0
UA48040150000011861,Мостівська,UA48040000000011780,Вознесенський,UA48000000000039575,Миколаївська,сільська,Мостівська сільська громада,UA48040150010020941,Мостове,47.418625,30.996822,116.3,0
UA48040170000057262,Новомар’ївська,UA48040000000011780,Вознесенський,UA48000000000039575,Миколаївська,сільська,Новомар’ївська сільська громада,UA48040170010030990,Новомар’ївка,48.0064483,31.4995082,165.3,0
UA48040190000026236,Олександрівська,UA48040000000011780,Вознесенський,UA48000000000039575,Миколаївська,селищна,Олександрівська селищна громада,UA48040190010081999,Олександрівка,47.6895064,31.2785396,120.7,0
UA48040210000049987,Прибужанівська,UA48040000000011780,Вознесенський,UA48000000000039575,Миколаївська,сільська,Прибужанівська сільська громада,UA48040210010090845,Прибужани,47.529674,31.3240378,107.5,0
UA48040230000012964,Прибузька,UA48040000000011780,Вознесенський,UA48000000000039575,Миколаївська,сільська,Прибузька сільська громада,UA48040230010083896,Прибужжя,47.6717628,31.2352206,131.0,0
UA48040250000044166,Южноукраїнська,UA48040000000011780,Вознесенський,UA48000000000039575,Миколаївська,міська,Южноукраїнська міська громада,UA48040250010045068,Южноукраїнськ,47.824269,31.1786814,138.6,0
UA48060010000061913,Березанська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,селищна,Березанська селищна громада,UA48060010010062952,Березанка,46.8544054,31.3874915,56.6,0
UA48060030000055210,Веснянська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,сільська,Веснянська сільська громада,UA48060030010040372,Весняне,46.9796589,31.8829166,14.9,0
UA48060050000074873,Воскресенська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,селищна,Воскресенська селищна громада,UA48060050010077771,Воскресенське,47.0171096,32.1465767,19.5,0
UA48060070000087404,Галицинівська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,сільська,Галицинівська сільська громада,UA48060070010025327,Галицинове,46.8060632,31.9802864,33.7,0
UA48060090000097375,Коблівська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,сільська,Коблівська сільська громада,UA48060090010065073,Коблеве,46.6612599,31.2085145,74.3,0
UA48060110000055792,Костянтинівська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,сільська,Костянтинівська сільська громада,UA48060110010034967,Костянтинівка,47.095007,31.9184045,26.3,0
UA48060130000035572,Куцурубська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,сільська,Куцурубська сільська громада,UA48060130010023784,Куцуруб,46.6529086,31.6211184,71.3,0
UA48060150000071713,Миколаївська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,міська,Миколаївська міська громада,UA48060150010035747,Миколаїв,46.9758615,31.9939666,0.0,1
UA48060170000025778,Мішково-Погорілівська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,сільська,Мішково-Погорілівська сільська громада,UA48060170010081392,Мішково-Погорілове,46.9981588,32.1172962,19.4,0
UA48060190000070297,Нечаянська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,сільська,Нечаянська сільська громада,UA48060190010079208,Нечаяне,46.9428387,31.5534457,38.6,0
UA48060210000081533,Новоодеська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,міська,Новоодеська міська громада,UA48060210010099689,Нова Одеса,47.310996,31.7739735,47.6,0
UA48060230000098265,Ольшанська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,селищна,Ольшанська селищна громада,UA48060230010054298,Ольшанське,47.18486,31.793865,47.1,0
UA48060250000061313,Очаківська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,міська,Очаківська міська громада,UA48060250010045389,Очаків,46.6145957,31.5452994,69.3,0
UA48060270000044708,Первомайська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,селищна,Первомайська селищна громада,UA48060270010054876,Первомайське,47.039509,32.439911,61.5,0
UA48060290000080246,Радсадівська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,сільська,Радсадівська сільська громада,UA48060290010094929,Радісний Сад,46.8991228,31.9863616,29.8,0
UA48060310000084930,Степівська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,сільська,Степівська сільська громада,UA48060310010080095,Степове,47.1898851,31.5182939,47.4,0
UA48060330000083035,Сухоєланецька,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,сільська,Сухоєланецька сільська громада,UA48060330010077761,Сухий Єланець,47.3684734,31.9874081,58.7,0
UA48060350000011218,Чорноморська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,сільська,Чорноморська сільська громада,UA48060350010026429,Чорноморка,46.649658,31.506041,75.5,0
UA48060370000016130,Шевченківська,UA48060000000094390,Миколаївський,UA48000000000039575,Миколаївська,сільська,Шевченківська сільська громада,UA48060370010072079,Шевченкове,46.862518,32.191662,34.1,0
UA48080010000048763,Арбузинська,UA48080000000082320,Первомайський,UA48000000000039575,Миколаївська,селищна,Арбузинська селищна громада,UA48080010010059552,Арбузинка,47.9076,31.31516,154.8,0
UA48080030000050927,Благодатненська,UA48080000000082320,Первомайський,UA48000000000039575,Миколаївська,сільська,Благодатненська сільська громада,UA48080030010012495,Благодатне,47.9922978,31.1428235,154.3,0
UA48080050000053070,Врадіївська,UA48080000000082320,Первомайський,UA48000000000039575,Миколаївська,селищна,Врадіївська селищна громада,UA48080050010081239,Врадіївка,47.8594344,30.5891291,199.1,0
UA48080070000061107,Кам’яномостівська,UA48080000000082320,Первомайський,UA48000000000039575,Миколаївська,сільська,Кам’яномостівська сільська громада,UA48080070010068754,Кам’яний Міст,47.9651969,30.8156629,197.7,0
UA48080090000029942,Кривоозерська,UA48080000000082320,Первомайський,UA48000000000039575,Миколаївська,селищна,Кривоозерська селищна громада,UA48080090010039970,Криве Озеро,47.9532217,30.3425878,229.1,0
UA48080110000010732,Мигіївська,UA48080000000082320,Первомайський,UA48000000000039575,Миколаївська,сільська,Мигіївська сільська громада,UA48080110010075639,Мигія,48.0380198,30.9538321,167.7,0
UA48080130000028458,Первомайська,UA48080000000082320,Первомайський,UA48000000000039575,Миколаївська,міська,Первомайська міська громада,UA48080130010068596,Первомайськ,48.045745,30.8475997,179.8,0
UA48080150000083195,Синюхинобрідська,UA48080000000082320,Первомайський,UA48000000000039575,Миколаївська,сільська,Синюхинобрідська сільська громада,UA48080150010074493,Синюхин Брід,48.1445873,30.8173556,191.0,0
UA51020010000012094,Андрієво-Іванівська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,сільська,Андрієво-Іванівська сільська громада,UA51020010010041603,Андрієво-Іванівка,47.5002542,30.4616331,125.7,0
UA51020030000095942,Березівська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,міська,Березівська міська громада,UA51020030010083756,Березівка,47.2016391,30.908595,88.2,0
UA51020050000075980,Великобуялицька,UA51020000000097683,Березівський,UA51000000000030770,Одеська,сільська,Великобуялицька сільська громада,UA51020050010012726,Великий Буялик,46.942238,30.648479,86.3,0
UA51020070000019684,Знам’янська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,сільська,Знам’янська сільська громада,UA51020070010090500,Знам’янка,47.0215772,30.2837704,60.3,0
UA51020090000073639,Іванівська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,селищна,Іванівська селищна громада,UA51020090010055034,Іванівка,46.9824413,30.4628447,67.5,0
UA51020110000041005,Коноплянська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,сільська,Коноплянська сільська громада,UA51020110010032278,Конопляне,47.037708,30.479984,75.8,0
UA51020130000060117,Курісовська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,сільська,Курісовська сільська громада,UA51020130010051922,Курісове,46.9701466,30.9616421,62.6,0
UA51020150000090298,Миколаївська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,селищна,Миколаївська селищна громада,UA51020150010053472,Миколаївка,47.5366356,30.754709,164.9,0
UA51020170000041393,Новокальчевська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,сільська,Новокальчевська сільська громада,UA51020170010090340,Новокальчеве,47.1965603,31.0341137,96.7,0
UA51020190000074479,Петровірівська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,сільська,Петровірівська сільська громада,UA51020190010034904,Петровірівка,47.237431,30.326731,77.9,0
UA51020210000019597,Раухівська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,селищна,Раухівська селищна громада,UA51020210010017838,Раухівка,47.1691588,30.8145604,99.3,0
UA51020230000068053,Розквітівська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,сільська,Розквітівська сільська громада,UA51020230010079171,Розквіт,47.122082,30.61581,93.2,0
UA51020250000084082,Старомаяківська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,сільська,Старомаяківська сільська громада,UA51020250010060072,Старі Маяки,47.346951,30.30682,83.9,0
UA51020270000068435,Стрюківська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,сільська,Стрюківська сільська громада,UA51020270010061523,Стрюкове,47.37912,30.582382,127.1,0
UA51020290000017926,Чогодарівська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,сільська,Чогодарівська сільська громада,UA51020290010031591,Чогодарівка,47.374702,30.068394,119.7,0
UA51020310000020019,Ширяївська,UA51020000000097683,Березівський,UA51000000000030770,Одеська,селищна,Ширяївська селищна громада,UA51020310010075967,Ширяєве,47.3843482,30.1895219,90.7,0
UA51040010000016896,Білгород-Дністровська,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,міська,Білгород-Дністровська міська громада,UA51040010010048834,Білгород-Дністровський,46.1909823,30.345784,98.1,0
UA51040030000095700,Дивізійська,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,сільська,Дивізійська сільська громада,UA51040030010052012,Дивізія,45.9442525,29.9743896,128.5,0
UA51040050000073907,Кароліно-Бугазька,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,сільська,Кароліно-Бугазька сільська громада,UA51040050010037080,Кароліно-Бугаз,46.1458339,30.5255473,57.8,0
UA51040070000074000,Кулевчанська,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,сільська,Кулевчанська сільська громада,UA51040070010038901,Кулевча,46.0345974,29.9333659,110.6,0
UA51040090000096249,Лиманська,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,сільська,Лиманська сільська громада,UA51040090010065285,Лиман,45.673229,29.741247,166.8,0
UA51040110000040346,Маразліївська,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,сільська,Маразліївська сільська громада,UA51040110010096405,Маразліївка,46.107672,30.0520305,90.6,0
UA51040130000049323,Мологівська,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,сільська,Мологівська сільська громада,UA51040130010020404,Молога,46.228905,30.21216,80.8,0
UA51040150000087491,Петропавлівська,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,сільська,Петропавлівська сільська громада,UA51040150010078698,Петропавлівка,46.340572,29.566586,129.6,0
UA51040170000036391,Плахтіївська,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,сільська,Плахтіївська сільська громада,UA51040170010098605,Плахтіївка,46.094894,29.715511,119.4,0
UA51040190000058077,Саратська,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,селищна,Саратська селищна громада,UA51040190010067512,Сарата,46.0220664,29.6648751,109.2,0
UA51040210000057879,Сергіївська,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,селищна,Сергіївська селищна громада,UA51040210010089194,Сергіївка,46.02756,30.37273,117.5,0
UA51040230000018414,Старокозацька,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,сільська,Старокозацька сільська громада,UA51040230010038726,Старокозаче,46.337597,29.986652,71.0,0
UA51040250000099866,Татарбунарська,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,міська,Татарбунарська міська громада,UA51040250010015619,Татарбунари,45.8398696,29.6166537,137.4,0
UA51040270000028361,Тузлівська,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,сільська,Тузлівська сільська громада,UA51040270010077310,Тузли,45.871349,30.08778,131.0,0
UA51040290000011852,Успенівська,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,сільська,Успенівська сільська громада,UA51040290010096997,Успенівка,46.18755,29.86153,102.1,0
UA51040310000071545,Шабівська,UA51040000000032911,Білгород-Дністровський,UA51000000000030770,Одеська,сільська,Шабівська сільська громада,UA51040310010035609,Шабо,46.128258,30.386766,106.9,0
UA51060010000033212,Арцизька,UA51060000000057808,Болградський,UA51000000000030770,Одеська,міська,Арцизька міська громада,UA51060010010032913,Арциз,45.9962017,29.431517,129.9,0
UA51060030000044366,Болградська,UA51060000000057808,Болградський,UA51000000000030770,Одеська,міська,Болградська міська громада,UA51060030010048411,Болград,45.6779137,28.6132404,219.0,0
UA51060050000061243,Бородінська,UA51060000000057808,Болградський,UA51000000000030770,Одеська,селищна,Бородінська селищна громада,UA51060050010081046,Бородіно,46.3023788,29.2422721,183.5,0
UA51060070000052726,Василівська,UA51060000000057808,Болградський,UA51000000000030770,Одеська,сільська,Василівська сільська громада,UA51060070010082409,Василівка,45.6429124,28.8324547,199.3,0
UA51060090000014997,Городненська,UA51060000000057808,Болградський,UA51000000000030770,Одеська,сільська,Городненська сільська громада,UA51060090010098049,Городнє,45.893669,28.85216,219.4,0
UA51060110000077844,Криничненська,UA51060000000057808,Болградський,UA51000000000030770,Одеська,сільська,Криничненська сільська громада,UA51060110010028313,Криничне,45.5372689,28.6663677,231.0,0
UA51060130000042133,Кубейська,UA51060000000057808,Болградський,UA51000000000030770,Одеська,сільська,Кубейська сільська громада,UA51060130010030168,Кубей,45.7907985,28.7440113,233.2,0
UA51060150000016544,Павлівська,UA51060000000057808,Болградський,UA51000000000030770,Одеська,сільська,Павлівська сільська громада,UA51060150010018466,Павлівка,45.962959,29.491703,134.8,0
UA51060170000068967,Тарутинська,UA51060000000057808,Болградський,UA51000000000030770,Одеська,селищна,Тарутинська селищна громада,UA51060170010058387,Тарутине,46.1821786,29.151948,167.0,0
UA51060190000067242,Теплицька,UA51060000000057808,Болградський,UA51000000000030770,Одеська,сільська,Теплицька сільська громада,UA51060190010010897,Теплиця,45.98534,29.33762,142.6,0
UA51080010000087690,Вилківська,UA51080000000061776,Ізмаїльський,UA51000000000030770,Одеська,міська,Вилківська міська громада,UA51080010010086017,Вилкове,45.40306,29.58309,196.6,0
UA51080030000048246,Ізмаїльська,UA51080000000061776,Ізмаїльський,UA51000000000030770,Одеська,міська,Ізмаїльська міська громада,UA51080030010072039,Ізмаїл,45.3511307,28.8361514,219.7,0
UA51080050000022808,Кілійська,UA51080000000061776,Ізмаїльський,UA51000000000030770,Одеська,міська,Кілійська міська громада,UA51080050010036449,Кілія,45.4409767,29.2652788,216.3,0
UA51080070000040493,Ренійська,UA51080000000061776,Ізмаїльський,UA51000000000030770,Одеська,міська,Ренійська міська громада,UA51080070010065897,Рені,45.455413,28.2790948,271.6,0
UA51080090000065506,Саф’янівська,UA51080000000061776,Ізмаїльський,UA51000000000030770,Одеська,сільська,Саф’янівська сільська громада,UA51080090010094143,Саф’яни,45.4029271,28.8768576,213.6,0
UA51080110000079212,Суворовська,UA51080000000061776,Ізмаїльський,UA51000000000030770,Одеська,селищна,Суворовська селищна громада,UA51080110010083652,Суворове,45.5811117,28.9879186,198.1,0
UA51100010000023950,Авангардівська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,селищна,Авангардівська селищна громада,UA51100010010083015,Авангард,46.471085,30.613808,14.6,0
UA51100030000027628,Біляївська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,міська,Біляївська міська громада,UA51100030010096432,Біляївка,46.4826109,30.2014161,43.6,0
UA51100050000066202,Великодальницька,UA51100000000095786,Одеський,UA51000000000030770,Одеська,сільська,Великодальницька сільська громада,UA51100050010086336,Великий Дальник,46.476292,30.559851,18.2,0
UA51100070000063635,Великодолинська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,селищна,Великодолинська селищна громада,UA51100070010049456,Великодолинське,46.3467158,30.5759542,24.8,0
UA51100090000094901,Вигодянська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,сільська,Вигодянська сільська громада,UA51100090010019613,Вигода,46.614494,30.39809,45.1,0
UA51100110000098468,Визирська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,сільська,Визирська сільська громада,UA51100110010062502,Визирка,46.696785,30.997566,38.7,0
UA51100130000021533,Дальницька,UA51100000000095786,Одеський,UA51000000000030770,Одеська,сільська,Дальницька сільська громада,UA51100130010045971,Дальник,46.2250393,30.531351,47.4,0
UA51100150000090671,Дачненська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,сільська,Дачненська сільська громада,UA51100150010077639,Дачне,46.577221,30.54817,24.1,0
UA51100170000087238,Доброславська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,селищна,Доброславська селищна громада,UA51100170010032070,Доброслав,46.8193867,30.943207,47.2,0
UA51100190000060999,Красносільська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,сільська,Красносільська сільська громада,UA51100190010062182,Красносілка,46.623569,30.77614,25.5,0
UA51100210000074534,Маяківська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,сільська,Маяківська сільська громада,UA51100210010011388,Маяки,46.413799,30.26836,39.9,0
UA51100230000045500,Нерубайська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,сільська,Нерубайська сільська громада,UA51100230010045417,Нерубайське,46.544624,30.629803,18.7,0
UA51100250000055079,Овідіопольська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,селищна,Овідіопольська селищна громада,UA51100250010074682,Овідіополь,46.2473734,30.4448614,46.0,0
UA51100270000073549,Одеська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,міська,Одеська міська громада,UA51100270010076757,Одеса,46.4843023,30.7322878,0.0,1
UA51100290000027993,Таїровська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,селищна,Таїровська селищна громада,UA51100290010095530,Таїрове,46.367195,30.651262,20.8,0
UA51100310000010196,Теплодарська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,міська,Теплодарська міська громада,UA51100310010094687,Теплодар,46.5050729,30.3272329,36.9,0
UA51100330000051757,Усатівська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,сільська,Усатівська сільська громада,UA51100330010025010,Усатове,46.537399,30.654261,14.1,0
UA51100350000087099,Фонтанська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,сільська,Фонтанська сільська громада,UA51100350010073678,Фонтанка,46.570198,30.858065,23.1,0
UA51100370000040590,Чорноморська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,міська,Чорноморська міська громада,UA51100370010020298,Чорноморськ,46.3020943,30.653466,32.8,0
UA51100390000087217,Чорноморська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,селищна,Чорноморська селищна громада,UA51100390010035428,Чорноморське,46.5849122,30.9334115,32.0,0
UA51100410000059549,Южненська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,міська,Южненська міська громада,UA51100410010044384,Южне,46.6225029,31.0994897,51.0,0
UA51100430000081326,Яськівська,UA51100000000095786,Одеський,UA51000000000030770,Одеська,сільська,Яськівська сільська громада,UA51100430010028718,Яськи,46.517139,30.07576,55.2,0
UA51120010000025020,Ананьївська,UA51120000000021678,Подільський,UA51000000000030770,Одеська,міська,Ананьївська міська громада,UA51120010010049617,Ананьїв,47.7178669,29.9601889,142.4,0
UA51120030000075494,Балтська,UA51120000000021678,Подільський,UA51000000000030770,Одеська,міська,Балтська міська громада,UA51120030010033524,Балта,47.9363162,29.6225979,176.8,0
UA51120050000071748,Долинська,UA51120000000021678,Подільський,UA51000000000030770,Одеська,сільська,Долинська сільська громада,UA51120050010053289,Долинське,47.528999,29.910505,162.2,0
UA51120070000097161,Зеленогірська,UA51120000000021678,Подільський,UA51000000000030770,Одеська,селищна,Зеленогірська селищна громада,UA51120070010025981,Зеленогірське,47.875671,30.09705,140.4,0
UA51120090000035170,Кодимська,UA51120000000021678,Подільський,UA51000000000030770,Одеська,міська,Кодимська міська громада,UA51120090010012317,Кодима,48.1047445,29.1285642,217.7,0
UA51120110000047677,Куяльницька,UA51120000000021678,Подільський,UA51000000000030770,Одеська,сільська,Куяльницька сільська громада,UA51120110010043368,Куяльник,47.728851,29.562288,189.4,0
UA51120130000064324,Любашівська,UA51120000000021678,Подільський,UA51000000000030770,Одеська,селищна,Любашівська селищна громада,UA51120130010021276,Любашівка,47.8315678,30.2562335,124.5,0
UA51120150000080138,Окнянська,UA51120000000021678,Подільський,UA51000000000030770,Одеська,селищна,Окнянська селищна громада,UA51120150010045505,Окни,47.5399,29.45881,179.6,0
UA51120170000076247,Піщанська,UA51120000000021678,Подільський,UA51000000000030770,Одеська,сільська,Піщанська сільська громада,UA51120170010068000,Піщана,48.12664,29.73278,185.3,0
UA51120190000044451,Подільська,UA51120000000021678,Подільський,UA51000000000030770,Одеська,міська,Подільська міська громада,UA51120190010049331,Подільськ,47.7497422,29.5304957,189.2,0
UA51120210000054996,Савранська,UA51120000000021678,Подільський,UA51000000000030770,Одеська,селищна,Савранська селищна громада,UA51120210010092672,Саврань,48.1246576,30.0796984,161.4,0
UA51120230000084853,Слобідська,UA51120000000021678,Подільський,UA51000000000030770,Одеська,селищна,Слобідська селищна громада,UA51120230010081273,Слобідка,47.885971,29.341049,211.9,0
UA51140010000090773,Великомихайлівська,UA51140000000094970,Роздільнянський,UA51000000000030770,Одеська,селищна,Великомихайлівська селищна громада,UA51140010010046979,Велика Михайлівка,47.0775384,29.8509409,110.1,0
UA51140030000062458,Великоплосківська,UA51140000000094970,Роздільнянський,UA51000000000030770,Одеська,сільська,Великоплосківська сільська громада,UA51140030010095447,Великоплоске,47.0128646,29.6667427,127.0,0
UA51140050000054980,Затишанська,UA51140000000094970,Роздільнянський,UA51000000000030770,Одеська,селищна,Затишанська селищна громада,UA51140050010088650,Затишшя,47.3253391,29.8933262,143.1,0
UA51140070000052649,Захарівська,UA51140000000094970,Роздільнянський,UA51000000000030770,Одеська,селищна,Захарівська селищна громада,UA51140070010053225,Захарівка,47.3429696,29.7403766,139.4,0
UA51140090000048720,Лиманська,UA51140000000094970,Роздільнянський,UA51000000000030770,Одеська,селищна,Лиманська селищна громада,UA51140090010063072,Лиманське,46.6618481,29.9760782,96.1,0
UA51140110000053825,Новоборисівська,UA51140000000094970,Роздільнянський,UA51000000000030770,Одеська,сільська,Новоборисівська сільська громада,UA51140110010098830,Новоборисівка,47.104568,29.990959,92.9,0
UA51140130000082333,Роздільнянська,UA51140000000094970,Роздільнянський,UA51000000000030770,Одеська,міська,Роздільнянська міська громада,UA51140130010040641,Роздільна,46.8546716,30.0711363,81.5,0
UA51140150000095416,Степанівська,UA51140000000094970,Роздільнянський,UA51000000000030770,Одеська,сільська,Степанівська сільська громада,UA51140150010036771,Степанівка,46.788872,29.985384,89.3,0
UA51140170000019764,Цебриківська,UA51140000000094970,Роздільнянський,UA51000000000030770,Одеська,селищна,Цебриківська селищна громада,UA51140170010087186,Цебрикове,47.1470432,30.1054572,83.0,0
UA53020010000035494,Глобинська,UA53020000000034761,Кременчуцький,UA53000000000028050,Полтавська,міська,Глобинська міська громада,UA53020010010016768,Глобине,49.392047,33.2507308,122.4,0
UA53020030000081709,Горішньоплавнівська,UA53020000000034761,Кременчуцький,UA53000000000028050,Полтавська,міська,Горішньоплавнівська міська громада,UA53020030010087471,Горішні Плавні,49.0140647,33.6330875,115.9,0
UA53020050000041411,Градизька,UA53020000000034761,Кременчуцький,UA53000000000028050,Полтавська,селищна,Градизька селищна громада,UA53020050010049580,Градизьк,49.2311773,33.1206291,154.0,0
UA53020070000049284,Кам’янопотоківська,UA53020000000034761,Кременчуцький,UA53000000000028050,Полтавська,сільська,Кам’янопотоківська сільська громада,UA53020070010066580,Кам’яні Потоки,48.9825908,33.53248,127.8,0
UA53020090000045206,Козельщинська,UA53020000000034761,Кременчуцький,UA53000000000028050,Полтавська,селищна,Козельщинська селищна громада,UA53020090010035873,Козельщина,49.2136111,33.8413889,76.1,0
UA53020110000092487,Кременчуцька,UA53020000000034761,Кременчуцький,UA53000000000028050,Полтавська,міська,Кременчуцька міська громада,UA53020110010031694,Кременчук,49.0629553,33.403516,111.5,0
UA53020130000091122,Новогалещинська,UA53020000000034761,Кременчуцький,UA53000000000028050,Полтавська,селищна,Новогалещинська селищна громада,UA53020130010069005,Нова Галещина,49.1710646,33.7604079,81.8,0
UA53020150000098867,Оболонська,UA53020000000034761,Кременчуцький,UA53000000000028050,Полтавська,сільська,Оболонська сільська громада,UA53020150010013079,Оболонь,49.5947201,32.868618,158.1,0
